ID,AÑO,MES,SEMANA,DATE,NANDINA,IMPORTER,FACTURA,CUSTOMS,MODE OF TRANSPORT,TRANSPORT NAME,ORIGIN,DEPARTURE,QUANTITY,UNIT OF MEASUREMENT,FOB U$S,UNIT FOB U$S,CIF U$S,UNIT CIF U$S,FREIGHT U$S,NET W. (KG),GROSS W.(KG),DETAIL OF MERCHANDISE,BULTOS,NANDINA,IVA,OTHERS,SUPPLIER,SUPPLIER  -  ADDRESS,SUPPLIER  -  TOWN,SUPPLIER  -  CONTACT
I0372019000004001,2019,2,8,2019-02-22,0306179900,P Y M PACIFIC GROUP S.A.S.              ,002002-0000002,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,5600.00,                    ,31221.68,5.58,31497.79,5.62,36.11,5600.00,6012.00,"PRODUCTO: CAMARON DE CULTIVO CONGELADO PRECOCIDO. DESTINO: SECTOR GASTRONOMICO, PARA CONSU                              ",000000500,0       ,0       ,0       ,EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR                ,VIA PANAMERICANA E/ MANUELA SAENZ Y GUAR                    ,GUAYAQUIL                               ,                                
I0352019000093792,2019,2,8,2019-02-23,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,19256.40,                    ,153068.90,7.95,154931.59,8.05,332.00,19256.40,21756.05,"DO 2019076 DECLARACION(1-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-11771 DE 2019-02-06, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000093793,2019,2,8,2019-02-23,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,5500.00,                    ,30524.20,5.55,31029.47,5.64,200.03,5500.00,6213.95,"DO 2019076 DECLARACION(2-2) VISTO BUENO INVIMA NO. VINVIMA-19-02051 DE 2019-01-10, VISTO B                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0032019000343782,2019,2,9,2019-02-25,0306110000,PESQUERA JARAMILLO LTDA                 ,0019          ,BOGOTA                        ,AEREO                    ,LINEAS AEREAS SURAME     ,CUBA                ,CUBA                ,1000.00,                    ,20413.80,20.41,21326.87,21.33,708.93,1000.00,1130.00,DO CITBOG19075 PEDIDO TRAMITE: LANGOSTA PRECOCIDA DECLARACION(1-1) FACTURA: 0019 FECHA: 20                              ,000000100,0       ,19      ,0       ,EMPRESA COMERCIAL CARIBEX                                   ,"AVE LA PESQUERA Y ATARES, EDIF DEL                          ",LA HABANA                               ,                                
I0372019000004156,2019,2,9,2019-02-25,0306179900,MASTERSEA SAS                           ,002005-0000022,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,26000.00,                    ,151450.40,5.83,153163.65,5.89,198.75,26000.00,27300.00,"PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO GRANDE, MEDIANO Y PEQUE?O. DESTINO: SECTO                              ",000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0372019000004164,2019,2,9,2019-02-25,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0020,IPIALES                       ,TERRESTRE                ,TRANSPORTE  CARVAJAL     ,ECUADOR             ,ECUADOR             ,8888.00,                    ,23108.80,2.60,23385.75,2.63,45.86,8888.00,9880.00,DIM 1/2 DO0264-IP19 PEDIDO 25/02/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 8.88                              ,000001987,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0372019000004165,2019,2,9,2019-02-25,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0020,IPIALES                       ,TERRESTRE                ,TRANSPORTE  CARVAJAL     ,ECUADOR             ,ECUADOR             ,15564.00,                    ,41244.60,2.65,41738.88,2.68,81.83,15564.00,16550.00,DIM 2/2 DO0264-IP19 PEDIDO 25/02/2019 PRODUCTO : CAMARON DE CULTIVO PRECOCIDO. CANTIDAD :                               ,000001987,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0352019000102850,2019,2,9,2019-02-27,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,22320.00,                    ,116416.00,5.22,118630.05,5.31,1049.89,22320.00,24180.00,"""DO I-51-BUN/2019 PEDIDO 12510 DECLARACION 1 DE 1,FACTURA(S):001-007-000012510, MERCANCIA N""                            ",000001860,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000004326,2019,2,9,2019-02-27,0306179900,CAMPEZ S.A.S.                           ,001-002-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,16032.00,                    ,110620.80,6.90,111512.90,6.96,214.11,16032.00,16940.00,PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMI                              ,000000668,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA SA     ,LOCALIZACION DOS ESTEROS PASAJE B Y                         ,SANTO DOMINGO                           ,                                
I0372019000004327,2019,2,9,2019-02-27,0306179900,INVERSIONES OCEANOS COLOMBIA S.A.S      ,001-002-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,10500.00,                    ,58000.40,5.52,58518.40,5.57,62.00,10500.00,11380.00,"PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO GRANDE, MEDIANO Y PEQUE?O. DESTINO: SECTO                              ",000000647,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA S.A.   ,COOP.MODELO AV. DE LOS COLONOS 110C                         ,SANTO DOMINGO                           ,                                
I0482019000154457,2019,2,9,2019-02-28,0306179900,VITAMAR S.A.                            ,002-003-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,NAVEMAR SAS              ,ECUADOR             ,ECUADOR             ,3060.00,                    ,17059.20,5.57,17384.87,5.68,155.08,3060.00,3213.00,DO 3021900026001 DECLARACION(1-2) MERCANCIA NUEVA ACUERDO COMERCIAL DE CARTAGENA ANEXAMOS                               ,000001200,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000154937,2019,2,9,2019-02-28,0306179900,VITAMAR S.A.                            ,002-003-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,NAVEMAR SAS              ,ECUADOR             ,ECUADOR             ,3060.00,                    ,17059.20,5.57,17384.87,5.68,155.08,3060.00,3213.00,DO 3021900026001 DECLARACION(1-2) MERCANCIA NUEVA ACUERDO COMERCIAL DE CARTAGENA ANEXAMOS                               ,000001200,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000154942,2019,2,9,2019-02-28,0306171900,VITAMAR S.A.                            ,002-003-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,NAVEMAR SAS              ,ECUADOR             ,ECUADOR             ,20940.00,                    ,118771.60,5.67,121003.20,5.78,1043.88,20940.00,21987.00,DO 3021900026001 DECLARACION(2-2) MERCANCIA NUEVA ACUERDO COMERCIAL DE CARTAGENA ANEXAMOS                               ,000001200,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000157119,2019,2,9,2019-02-28,0306179900,INTERMARES L SAS                        ,001-007-000012,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23400.00,                    ,131255.00,5.61,133756.19,5.72,1188.64,23400.00,25350.00,"""DO I-121-CTG/2019 PEDIDO 12511 DECLARACION 1 DE 1,FACTURA(S):001-007-000012511,MERCANCIA N""                            ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0482019000157168,2019,2,9,2019-02-28,0306179900,INTERMARES L SAS                        ,001-007-000012,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23400.00,                    ,131255.00,5.61,133756.19,5.72,1188.64,23400.00,25350.00,"""DO I-121-CTG/2019 PEDIDO 12511 DECLARACION 1 DE 1,FACTURA(S):001-007-000012511,MERCANCIA N""                            ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0352019000105442,2019,3,9,2019-03-01,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,14000.00,                    ,79538.00,5.68,80452.16,5.75,118.78,14000.00,14700.00,"DO 2019085 DECLARACION(1-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-12353 DE 2019-02-04, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000105444,2019,3,9,2019-03-01,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,12000.00,                    ,69428.80,5.79,70213.61,5.85,90.52,12000.00,12600.00,"DO 2019085 DECLARACION(2-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-02051 DE 2019-01-10, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000106670,2019,3,9,2019-03-01,0306179900,HICO FISH S.A.S.                        ,S95009        ,BUENAVENTURA                  ,MARITIMO                 ,NAVEMAR SAS              ,CHINA               ,CHINA               ,22053.66,                    ,7224.00,0.33,9760.12,0.44,2463.88,22053.66,24066.90,D.O.016-2019. FACTURA No. S95009. SE TRATA E 2431 CAJAS CON 22.053.66KG DE CAMARON DECULTI                              ,000002431,15      ,0       ,0       ,GUANGDONG UNIVERSAL AQUATIC FOOD CO. LTD                    ,"NO. 2 EAST INDUSTRIAL AVENUE, INDUS                         ",HUAZHOU                                 ,                                
I0372019000004488,2019,3,9,2019-03-01,0306179900,OSORIO RAMIREZ JAMER ANTONIO            ,001-006-000011,IPIALES                       ,TERRESTRE                ,TRANSPORTE  CARVAJAL     ,ECUADOR             ,ECUADOR             ,13500.00,                    ,90027.75,6.67,90753.29,6.72,174.74,13500.00,16200.00,DIM 1/1 DO0281-IP19 PEDIDO 28/02/2019 PRODUCTO : CAMARON DE CULTIVO COCIDO. CANTIDAD : 1.9                              ,000001350,0       ,0       ,0       ,EXPALSA EXPORTADORA DE ALIMENTOS S.A.                       ,KM 6 1 2 VIA DURAN TAMBO                                    ,GUAYAQUIL                               ,                                
I0352019000108035,2019,3,10,2019-03-04,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,MARITIMO                 ,MAERSK COLOMBIA S.A      ,ECUADOR             ,CHILE               ,22140.00,                    ,132339.24,5.98,134510.05,6.08,847.42,22140.00,24723.00,"""DO I35190017 PEDIDO 763/ TIM19350184 DECLARACION 1 DE 1,FACTURA(S):001-004-000000033, , CA""                            ",000001845,0       ,0       ,0       ,PESCARDEG SA                                                ,AV FCO  DE ORELLANA EDIF  BLUE  TOWER PI                    ,GUAYAQUIL                               ,                                
I0372019000004662,2019,3,10,2019-03-04,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0020,IPIALES                       ,TERRESTRE                ,TRANSPORTE  CARVAJAL     ,ECUADOR             ,ECUADOR             ,3360.00,                    ,8736.00,2.60,8923.00,2.66,99.64,3360.00,3640.00,DIM 1/2 DO0301-IP19 PEDIDO 04/03/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 3.36                              ,000001109,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0372019000004684,2019,3,10,2019-03-04,0306179900,COMERCIALIZADORA FRESMAR S.A.S.         ,001-001-000002,IPIALES                       ,TERRESTRE                ,PROPIETARIOS DE CAMI     ,ECUADOR             ,ECUADOR             ,28710.00,                    ,153278.03,5.34,155013.38,5.40,202.57,28710.00,30280.00,"(D.O. 19-I-067 1/1) - CAMARON DE CULTIVO, CRUDO, CONGELADO, PARA CONSUMO HUMANO, SIN MARCA                              ",000001290,0       ,0       ,0       ,FRIGOPESCA C.A.                                             ,VIA A DAULE KM 9 1/2 AV CASUARINAS                          ,GUAYAQUIL                               ,                                
I0372019000004692,2019,3,10,2019-03-04,0306179900,IMPORTADORA OCEANOSA S.A.S.             ,001-001-000002,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,6000.00,                    ,18000.00,3.00,18316.00,3.05,136.00,6000.00,6450.00,"PRODUCTO: CAMARON DE CULTIVO CONGELADO CRUDO. DESTINO: SECTOR GASTRONOMICO, PARA CONSUMO H                              ",000000600,0       ,0       ,0       ,INDUSTRIA PESQUERA OCEANOS S.A / INPESOCEANOS               ,VIA DAULE KM 7 LOTIZACION SANTA CECILIA                     ,GUAYAQUIL                               ,                                
I0372019000004693,2019,3,10,2019-03-04,0306179900,IMPORTADORA OCEANOSA S.A.S.             ,001-001-000002,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,6000.00,                    ,21000.00,3.50,21331.00,3.56,121.00,6000.00,6450.00,PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMI                              ,000000600,0       ,0       ,0       ,INDUSTRIA PESQUERA OCEANOS S.A/ INPESOCEANOS                ,VIA DAULE KM 7 LOTIZACION SANTA CECILIA                     ,GUAYAQUIL                               ,                                
I0372019000004797,2019,3,10,2019-03-06,0306179900,INPESANDINA LTDA                        ,001-001-000003,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,24100.00,                    ,51780.00,2.15,52882.90,2.19,585.10,24100.00,26350.00,PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMI                              ,000002255,0       ,0       ,0       ,COMERCIAL PESQUERA CRISTIANSEN S.A                          ,VIA A DAULE KM 10 5 LOTE IND INMACONSA                      ,GUAYAQUIL                               ,                                
I0872019000054730,2019,3,10,2019-03-08,0306179900,HICO FISH S.A.S.                        ,CI-759        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,SEABOARD DE COLOMBIA     ,E.E.U.U.            ,E.E.U.U.            ,1133.98,                    ,7400.00,6.53,7579.10,6.68,105.10,1133.98,1133.98,"""2/2 DO TIM19870103 DO 2019 019 PI 13, FACTURA COMERCIAL: CI-759 DE 2019/02/01. CONCEPTO DE""                            ",000002950,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0352019000120545,2019,3,11,2019-03-11,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,12000.00,                    ,65774.00,5.48,66509.00,5.54,77.26,12000.00,12600.00,"DO 2019100 DECLARACION(1-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-21908 DE 2019-03-06, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000120563,2019,3,11,2019-03-11,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,14000.00,                    ,75519.80,5.39,76376.09,5.46,101.09,14000.00,14700.00,"DO 2019100 DECLARACION(2-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-22021 DE 2019-03-06, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000120571,2019,3,11,2019-03-11,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,14000.00,                    ,75519.80,5.39,76376.09,5.46,101.09,14000.00,14700.00,"DO 2019100 DECLARACION(2-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-22021 DE 2019-03-06, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000178451,2019,3,11,2019-03-11,0306171900,COMERCIALIZADORA INTERNACIONAL ANTILLANA,001-003-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,NAVEMAR SAS              ,ECUADOR             ,ECUADOR             ,21936.00,                    ,166476.14,7.59,169292.22,7.72,1151.32,21936.00,25469.00,"""DO I-1040-CTG/2018 PEDIDO 40/5138 DECLARACION 1 DE 1,FACTURA(S):001-003-000000223,IMPORTAD""                            ",000000969,0       ,0       ,0       ,EMPACADORA BILBO S.A BILBOSA                                ,KM 6  1/2 VIA MANTA-MONTECRISTI                             ,MANTA                                   ,                                
I0482019000178880,2019,3,11,2019-03-11,0306179900,COMPANIA PESQUERA DEL MAR S.A.S         ,002-003-000009,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,5800.00,                    ,39448.40,6.80,40367.43,6.96,524.55,5800.00,6412.64,"DO,00001006 Pedido 59-om-21 D,I, 21001493 F/N 002-003-000009928 08-FEB-19 Ref  CAMAR?N (VA                              ",000000977,0       ,0       ,0       ,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A     ,AV. BARCELONA S/N MUELLE OMARSA JUN                         ,ECUADOR                                 ,                                
I0482019000178884,2019,3,11,2019-03-11,0306179900,COMPANIA PESQUERA DEL MAR S.A.S         ,002-003-000009,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,13740.00,                    ,86337.80,6.28,88349.18,6.43,1148.00,13740.00,15080.83,"DO,00001006 Pedido 59-om-21 D,I, 21001494 F/N 002-003-000009928 08-FEB-19 Ref  CAMAR?N (VA                              ",000000977,0       ,0       ,0       ,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A     ,AV. BARCELONA S/N MUELLE OMARSA JUN                         ,ECUADOR                                 ,                                
I0352019000133690,2019,3,12,2019-03-19,0306179900,EXPOMAR COLOMBIA S.A.S                  ,001-001-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,27000.00,                    ,80899.00,3.00,84104.50,3.11,2396.51,27000.00,28350.00,"1/1 DO. EXPOMAR 1-2019. LOS DEM?S CAMARONES, LANGOSTINOS Y OTROS DEC?PODOS NATANTIA, CONGE                              ",000001350,0       ,0       ,0       ,EXPORTADORA LAMAR EXPO & LAMAR S.A                          ,"KM 16,5 VIA A DAULE MZ 52 S 13                              ",GUAYAQUIL                               ,                                
I0372019000005619,2019,3,12,2019-03-19,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0020,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,2628.00,                    ,5256.00,2.00,5382.28,2.05,73.72,2628.00,2760.00,DIM 1/1 DO0338-IP19 PEDIDO 19/03/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 2.62                              ,000000132,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0352019000135856,2019,3,12,2019-03-20,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23400.00,                    ,126820.00,5.42,129064.93,5.52,976.73,23400.00,25350.00,"""DO I-78-BUN/2019 PEDIDO 12807 DECLARACION 1 DE 1,FACTURA(S):001-007-000012807,  MERCANCIA""                             ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0352019000135863,2019,3,12,2019-03-20,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,21685.09,                    ,126062.04,5.81,128304.84,5.92,982.18,21685.09,23518.00,"""DO I-79-BUN/2019 PEDIDO 12806 DECLARACION 1 DE 1,FACTURA(S):001-007-000012806,MERCANCIA NU""                            ",000001804,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0352019000135938,2019,3,12,2019-03-20,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23400.00,                    ,126820.00,5.42,129064.93,5.52,976.73,23400.00,25350.00,"""DO I-78-BUN/2019 PEDIDO 12807 DECLARACION 1 DE 1,FACTURA(S):001-007-000012807,  MERCANCIA""                             ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0352019000136403,2019,3,12,2019-03-20,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,2860.00,                    ,16867.20,5.90,17038.07,5.96,2.20,2860.00,3003.00,DO 2019099 DECLARACION(2-2) MODIFICACION SOBRE EL REGISTRO DE IMPORTACION REG-50067102-201                              ,000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000136438,2019,3,12,2019-03-20,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,23140.00,                    ,126922.80,5.48,128295.72,5.54,103.69,23140.00,24297.00,DO 2019099 DECLARACION(1-2) MODIFICACION SOBRE EL REGISTRO DE IMPORTACION REG-50067189-201                              ,000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000212411,2019,3,12,2019-03-21,0306179900,FRESTOLU  LTDA                          ,001-001-000003,CARTAGENA ESPECIAL            ,MARITIMO                 ,SEABOARD DE COLOMBIA     ,ECUADOR             ,ECUADOR             ,12660.00,                    ,93284.00,7.37,96314.00,7.61,2097.16,12660.00,15825.00,"""DO I48180741 PEDIDO DO:TIM19480151 DECLARACION 1 DE 1,FACTURA(S):001-001-000003416, , CANT""                            ",000000633,0       ,0       ,0       ,EXPORT PACKERS COMPANY LIMITED                              ,"107 WALKER DRIVE, BRAMPTON,ONTARIO,                         ",ONTARIO                                 ,                                
I0372019000005845,2019,3,12,2019-03-22,0306179900,CAMPEZ S.A.S.                           ,001-001-000001,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,15000.00,                    ,80004.72,5.33,80726.74,5.38,78.03,15000.00,16110.00,PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMI                              ,000000814,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA SA     ,LOCALIZACION DOS ESTEROS PASAJE B Y                         ,SANTO DOMINGO                           ,                                
I0392019000001494,2019,3,12,2019-03-22,0306160000,PROSERVINORTE S.A.S.                    ,000127        ,MAICAO                        ,TERRESTRE                ,TRANSPORTE INTERNACI     ,VENEZUELA           ,VENEZUELA           ,140.00,                    ,42.00,0.30,43.70,0.31,1.28,140.00,142.00,D.O: 0078...1/1...MERCANCIA NUEVA. CAMARONES PRECOCIDOS (140 kg). Producto: CRUSTACEOS (CA                              ,000001201,15      ,19      ,0       ,"IMPORTADORA FC40, C.A.                                      ",AV FINAL AV LARA LC FUENTE SODA TIUNA P                     ,BARQUISIMETO                            ,                                
I0392019000001498,2019,3,12,2019-03-22,0306160000,PROSERVINORTE S.A.S.                    ,000128        ,MAICAO                        ,TERRESTRE                ,TRANSPORTE INTERNACI     ,VENEZUELA           ,VENEZUELA           ,100.00,                    ,30.00,0.30,33.59,0.34,3.29,100.00,100.00,D.O: 0081...3/3...MERCANCIA NUEVA. CAMARONES PRECOCIDOS (100 kg). Producto: CRUSTACEOS (CA                              ,000001270,15      ,19      ,0       ,"IMPORTADORA FC40, C.A.                                      ",AV FINAL AV LARA LC FUENTE SODA TIUNA P                     ,BARQUISIMETO                            ,                                
I0392019000001729,2019,3,12,2019-03-22,0306160000,PROSERVINORTE S.A.S.                    ,000127        ,MAICAO                        ,TERRESTRE                ,TRANSPORTE INTERNACI     ,VENEZUELA           ,VENEZUELA           ,140.00,                    ,42.00,0.30,43.70,0.31,1.28,140.00,142.00,D.O: 0078...1/1...MERCANCIA NUEVA. CAMARONES PRECOCIDOS (140 kg). Producto: CRUSTACEOS (CA                              ,000001201,15      ,19      ,0       ,"IMPORTADORA FC40, C.A.                                      ",AV FINAL AV LARA LC FUENTE SODA TIUNA P                     ,BARQUISIMETO                            ,                                
